Date	x	Generation	Treatment	Temp	pH	Rep	Beak	time	nx	lx	Ndev	Cdev	F.Ratio	M.Ratio
080718	SurvDataF	0	1	18	8.2	1	2	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	2	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	2	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	0	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	2	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	4	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	6	24	0.96	1	0		
080718	SurvDataF	0	1	18	8.2	1	3	8	24	0.96	5	0		
080718	SurvDataF	0	1	18	8.2	1	3	10	24	0.96	16	0		
080718	SurvDataF	0	1	18	8.2	1	3	12	24	0.96	2	0		
080718	SurvDataF	0	1	18	8.2	1	3	14	6	0.24	-23	5		
080718	SurvDataF	0	1	18	8.2	1	3	16	0	0	-1	-5	0.6	0.4
080718	SurvDataF	0	1	18	8.2	1	3	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	1	3	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	0	13	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	2	13	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	4	13	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	6	13	1	2	0		
080718	SurvDataF	0	1	18	8.2	2	1	8	13	1	11	0		
080718	SurvDataF	0	1	18	8.2	2	1	10	13	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	12	13	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	14	13	1	-13	13		
080718	SurvDataF	0	1	18	8.2	2	1	16	0	0	0	-13	0.769230769	0.230769231
080718	SurvDataF	0	1	18	8.2	2	1	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	1	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	0	1	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	2	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	4	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	6	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	8	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	10	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	12	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	14	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	16	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	2	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	0	20	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	2	20	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	4	20	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	6	20	1	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	8	20	1	15	0		
080718	SurvDataF	0	1	18	8.2	2	3	10	19	0.95	5	0		
080718	SurvDataF	0	1	18	8.2	2	3	12	18	0.9	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	14	18	0.9	-18	18		
080718	SurvDataF	0	1	18	8.2	2	3	16	0	0	0	-18	0.722222222	0.277777778
080718	SurvDataF	0	1	18	8.2	2	3	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	2	3	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	0	15	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	2	15	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	4	10	0.666666667	1	0		
080718	SurvDataF	0	1	18	8.2	3	1	6	10	0.666666667	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	8	10	0.666666667	9	0		
080718	SurvDataF	0	1	18	8.2	3	1	10	9	0.6	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	12	9	0.6	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	14	6	0.4	-9	6		
080718	SurvDataF	0	1	18	8.2	3	1	16	0	0	0	-6	0.666666667	0.333333333
080718	SurvDataF	0	1	18	8.2	3	1	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	1	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	0	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	2	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	4	25	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	6	24	0.96	1	0		
080718	SurvDataF	0	1	18	8.2	3	2	8	24	0.96	8	0		
080718	SurvDataF	0	1	18	8.2	3	2	10	24	0.96	15	0		
080718	SurvDataF	0	1	18	8.2	3	2	12	24	0.96	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	14	13	0.52	-23	12		
080718	SurvDataF	0	1	18	8.2	3	2	16	0	0	-1	-12	0.75	0.25
080718	SurvDataF	0	1	18	8.2	3	2	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	2	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	0	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	2	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	4	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	6	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	8	20	0.952380952	19	0		
080718	SurvDataF	0	1	18	8.2	3	3	10	20	0.952380952	1	0		
080718	SurvDataF	0	1	18	8.2	3	3	12	20	0.952380952	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	14	20	0.952380952	-20	20		
080718	SurvDataF	0	1	18	8.2	3	3	16	0	0	0	-20	0.55	0.45
080718	SurvDataF	0	1	18	8.2	3	3	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	3	3	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	0	16	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	2	16	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	4	16	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	6	16	1	1	0		
080718	SurvDataF	0	1	18	8.2	4	1	8	14	0.875	15	0		
080718	SurvDataF	0	1	18	8.2	4	1	10	14	0.875	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	12	14	0.875	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	14	13	0.8125	-14	13		
080718	SurvDataF	0	1	18	8.2	4	1	16	0	0	0	-13	0.692307692	0.307692308
080718	SurvDataF	0	1	18	8.2	4	1	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	1	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	0	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	2	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	4	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	6	21	1	4	0		
080718	SurvDataF	0	1	18	8.2	4	2	8	20	0.952380952	17	0		
080718	SurvDataF	0	1	18	8.2	4	2	10	20	0.952380952	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	12	20	0.952380952	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	14	20	0.952380952	-20	20		
080718	SurvDataF	0	1	18	8.2	4	2	16	0	0	0	-20	0.55	0.45
080718	SurvDataF	0	1	18	8.2	4	2	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	2	30	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	0	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	2	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	4	21	1	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	6	21	1	2	0		
080718	SurvDataF	0	1	18	8.2	4	3	8	20	0.952380952	19	0		
080718	SurvDataF	0	1	18	8.2	4	3	10	20	0.952380952	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	12	20	0.952380952	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	14	20	0.952380952	-20	20		
080718	SurvDataF	0	1	18	8.2	4	3	16	0	0	0	-20	0.55	0.45
080718	SurvDataF	0	1	18	8.2	4	3	18	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	20	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	22	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	24	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	26	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	28	0	0	0	0		
080718	SurvDataF	0	1	18	8.2	4	3	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	4	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	6	25	1	5	0		
080718	SurvDataF	0	2	18	7.5	1	1	8	24	0.96	19	0		
080718	SurvDataF	0	2	18	7.5	1	1	10	24	0.96	1	0		
080718	SurvDataF	0	2	18	7.5	1	1	12	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	14	20	0.8	-24	21	0.476190476	0.523809524
080718	SurvDataF	0	2	18	7.5	1	1	16	0	0	0	-20		
080718	SurvDataF	0	2	18	7.5	1	1	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	1	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	0	30	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	2	30	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	4	30	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	6	30	1	6	0		
080718	SurvDataF	0	2	18	7.5	1	2	8	30	1	24	0		
080718	SurvDataF	0	2	18	7.5	1	2	10	30	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	12	30	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	14	24	0.8	-30	24	0.75	0.25
080718	SurvDataF	0	2	18	7.5	1	2	16	0	0	0	-24		
080718	SurvDataF	0	2	18	7.5	1	2	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	2	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	0	24	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	2	24	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	4	24	1	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	6	21	0.875	5	0		
080718	SurvDataF	0	2	18	7.5	1	3	8	22	0.916666667	17	0		
080718	SurvDataF	0	2	18	7.5	1	3	10	22	0.916666667	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	12	22	0.916666667	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	14	14	0.583333333	-22	14	0.571428571	0.428571429
080718	SurvDataF	0	2	18	7.5	1	3	16	0	0	0	-14		
080718	SurvDataF	0	2	18	7.5	1	3	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	1	3	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	4	25	1	1	0		
080718	SurvDataF	0	2	18	7.5	2	1	6	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	8	24	0.96	23	0		
080718	SurvDataF	0	2	18	7.5	2	1	10	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	12	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	14	15	0.6	-22	15	0.466666667	0.533333333
080718	SurvDataF	0	2	18	7.5	2	1	16	0	0	0	-15		
080718	SurvDataF	0	2	18	7.5	2	1	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	1	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	4	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	6	20	0.8	7	0		
080718	SurvDataF	0	2	18	7.5	2	2	8	20	0.8	13	0		
080718	SurvDataF	0	2	18	7.5	2	2	10	20	0.8	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	12	20	0.8	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	14	17	0.68	-20	17	0.588235294	0.411764706
080718	SurvDataF	0	2	18	7.5	2	2	16	0	0	0	-17		
080718	SurvDataF	0	2	18	7.5	2	2	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	2	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	4	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	6	22	0.88	3	0		
080718	SurvDataF	0	2	18	7.5	2	3	8	21	0.84	18	0		
080718	SurvDataF	0	2	18	7.5	2	3	10	21	0.84	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	12	21	0.84	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	14	16	0.64	-21	16	0.625	0.375
080718	SurvDataF	0	2	18	7.5	2	3	16	0	0	0	-16		
080718	SurvDataF	0	2	18	7.5	2	3	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	2	3	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	4	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	6	24	0.96	1	0		
080718	SurvDataF	0	2	18	7.5	3	1	8	24	0.96	23	0		
080718	SurvDataF	0	2	18	7.5	3	1	10	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	12	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	14	19	0.76	-24	19	0.315789474	0.684210526
080718	SurvDataF	0	2	18	7.5	3	1	16	0	0	0	-19		
080718	SurvDataF	0	2	18	7.5	3	1	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	1	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	4	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	6	25	1	3	0		
080718	SurvDataF	0	2	18	7.5	3	2	8	25	1	22	0		
080718	SurvDataF	0	2	18	7.5	3	2	10	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	12	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	14	17	0.68	-25	17	0.647058824	0.352941176
080718	SurvDataF	0	2	18	7.5	3	2	16	0	0	0	-17		
080718	SurvDataF	0	2	18	7.5	3	2	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	2	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	4	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	6	24	0.96	2	0		
080718	SurvDataF	0	2	18	7.5	3	3	8	24	0.96	21	0		
080718	SurvDataF	0	2	18	7.5	3	3	10	24	0.96	1	0		
080718	SurvDataF	0	2	18	7.5	3	3	12	22	0.88	-1	1	1	0
080718	SurvDataF	0	2	18	7.5	3	3	14	16	0.64	-22	16	0.625	0.375
080718	SurvDataF	0	2	18	7.5	3	3	16	0	0	0	-16		
080718	SurvDataF	0	2	18	7.5	3	3	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	3	3	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	4	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	6	24	0.96	5	0		
080718	SurvDataF	0	2	18	7.5	4	1	8	24	0.96	19	0		
080718	SurvDataF	0	2	18	7.5	4	1	10	24	0.96	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	12	23	0.92	-1	1	1	0
080718	SurvDataF	0	2	18	7.5	4	1	14	17	0.68	-23	17	0.588235294	0.411764706
080718	SurvDataF	0	2	18	7.5	4	1	16	0	0	0	-17		
080718	SurvDataF	0	2	18	7.5	4	1	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	1	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	0	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	2	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	4	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	6	25	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	8	25	1	24	0		
080718	SurvDataF	0	2	18	7.5	4	2	10	24	0.96	1	0		
080718	SurvDataF	0	2	18	7.5	4	2	12	23	0.92	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	14	10	0.4	-23	10	0.8	0.2
080718	SurvDataF	0	2	18	7.5	4	2	16	0	0	0	-10		
080718	SurvDataF	0	2	18	7.5	4	2	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	26	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	28	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	2	30	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	0	1	1	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	2	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	4	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	6	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	8	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	10	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	12	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	14	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	16	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	18	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	20	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	22	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	24	0	0	0	0		
080718	SurvDataF	0	2	18	7.5	4	3	26	0	0	0	0		
